timestamp,open,high,low,close,volume
2023-11-19 18:00:00,15895.0,15903.75,15848.25,15864.25,9141
2023-11-19 19:00:00,15864.25,15869.5,15855.75,15863.75,4354
2023-11-19 20:00:00,15863.5,15872.5,15855.0,15860.0,4673
2023-11-19 21:00:00,15860.0,15864.75,15856.25,15861.75,3132
2023-11-19 22:00:00,15861.75,15861.75,15851.25,15852.5,3080
2023-11-19 23:00:00,15852.75,15858.25,15851.75,15854.0,2046
2023-11-20 00:00:00,15854.25,15856.0,15837.25,15839.0,3582
2023-11-20 01:00:00,15839.0,15847.5,15838.5,15846.25,3059
2023-11-20 02:00:00,15846.25,15861.75,15844.5,15860.75,5970
2023-11-20 03:00:00,15860.75,15889.75,15860.75,15883.75,13512
2023-11-20 04:00:00,15884.25,15928.75,15884.25,15928.5,11854
2023-11-20 05:00:00,15928.5,15932.0,15908.0,15915.75,7183
2023-11-20 06:00:00,15915.25,15929.0,15905.25,15919.75,7546
2023-11-20 07:00:00,15919.25,15924.25,15891.0,15895.0,9875
2023-11-20 08:00:00,15895.0,15919.75,15887.25,15912.75,13249
2023-11-20 09:00:00,15913.0,15997.0,15890.5,15996.25,93265
2023-11-20 10:00:00,15996.0,16002.25,15937.75,15999.75,91265
2023-11-20 11:00:00,15999.5,16021.25,15999.5,16013.25,55579
2023-11-20 12:00:00,16013.75,16032.0,16003.5,16010.75,32013
2023-11-20 13:00:00,16011.25,16076.25,16010.25,16070.75,63909
2023-11-20 14:00:00,16071.0,16098.25,16058.75,16094.5,41920
2023-11-20 15:00:00,16094.75,16116.75,16075.5,16088.5,60822
2023-11-20 16:00:00,16088.5,16090.0,16079.25,16089.5,12330
2023-11-20 18:00:00,16087.5,16102.0,16083.0,16101.0,4383
2023-11-20 19:00:00,16100.5,16108.5,16092.75,16102.75,4037
2023-11-20 20:00:00,16102.75,16113.75,16098.0,16105.5,5010
2023-11-20 21:00:00,16105.25,16113.75,16102.75,16110.5,2907
2023-11-20 22:00:00,16110.75,16122.5,16109.0,16113.25,5648
